樣品編號,食品分類,樣品名稱,修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),總碳水化合物(g),膳食纖維(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),維生素A總量(IU),維生素E總量(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素C(mg)
E5300204,蔬菜類,土植本島萵苣(7月取樣),20,93.2,1.4,0.3,4.4,1.7,90,166,52,26,1.2,0.2,2710,0.34,0.07,0.10,0.36,0.18,10.3
E5300205,蔬菜類,土植本島萵苣(10月取樣),12,95.7,1.1,0.3,2.2,1.1,7,278,39,18,0.8,0.3,241,0.27,0.04,0.10,0.43,0.05,7.1
E5300301,蔬菜類,水植本島萵苣(1月取樣),11,95.2,1.6,0.2,2.1,1.5,3,415,27,17,1.4,0.2,3148,0.99,0.05,0.08,0.45,0.04,8.7
E5300302,蔬菜類,水植本島萵苣(4月取樣),12,95.3,1.0,0.2,2.7,1.4,2,404,31,19,1.0,0.2,627,0.31,0.06,0.09,0.46,0.05,3.2
E5300303,蔬菜類,水植本島萵苣(7月取樣),10,95.6,1.4,0.2,1.9,1.4,3,420,41,15,1.0,0.2,1666,0.21,0.05,0.10,0.29,0.13,3.0
E5300304,蔬菜類,水植本島萵苣(10月取樣),10,96.0,1.1,0.3,1.6,1.1,3,406,32,18,0.8,0.2,569,0.54,0.03,0.08,0.33,0.04,3.3
E5300401,蔬菜類,有機本島萵苣(1月取樣),11,94.7,1.8,0,2.6,2.0,47,412,48,36,3.0,0.5,2907,1.00,0.06,0.11,0.56,0.02,10.9
E5300402,蔬菜類,有機本島萵苣(4月取樣),16,94.3,1.1,0.3,3.5,1.6,13,522,41,23,1.2,0.3,3195,0.53,0.07,0.10,0.41,0.06,5.7
E5300403,蔬菜類,有機本島萵苣(7月取樣),15,94.8,1.5,0.3,2.7,1.4,17,235,54,19,0.9,0.4,3881,0.30,0.08,0.08,0.37,0.18,2.5
E5300404,蔬菜類,有機本島萵苣(10月取樣),11,95.4,1.3,0.3,2.3,1.7,9,301,43,18,0.6,0.3,328,0.64,0.05,0.11,0.43,0.06,6.5
E5300501,蔬菜類,水植波士頓萵苣,5,97.4,1.2,0.2,0.7,1.1,9,289,49,14,0.4,0.3,7451,0.68,0.04,0.06,0.42,0.08,4.4
E5300601,蔬菜類,結球萵苣,12,96.1,0.7,0.1,2.8,0.9,7,145,18,9,0.4,0.2,106,0.18,0.03,0.03,0.13,0.05,2.8
E5400101,蔬菜類,豌豆苗,27,90.3,3.7,0.5,4.4,2.3,4,363,36,26,1.8,0.6,1659,2.93,0.16,0.26,0.77,0.23,64.5
E5500101,蔬菜類,龍葵,21,91.0,3.8,0.3,3.4,2.5,32,340,238,60,6.7,0.4,7925,0,0.09,0.17,0.60,0.07,35.0
E5600101,蔬菜類,土植蕹菜(1月取樣),16,93.3,2.0,0.3,3.5,2.9,166,84,85,33,3.1,0.2,1318,0.56,0.04,0.14,0.87,0.06,21.3
E5600102,蔬菜類,土植蕹菜(4月取樣),15,93.5,1.7,0.2,3.5,2.9,113,288,70,29,1.9,0.1,2987,0.67,0.05,0.16,0.57,0.08,11.4
E5600103,蔬菜類,土植蕹菜(7月取樣),13,94.4,1.9,0.1,2.8,1.8,97,181,50,10,1.6,0.2,1182,0.36,0.05,0.11,0.72,0.17,4.9
E5600104,蔬菜類,土植蕹菜(10月取樣),14,94.3,1.8,0.3,2.6,1.9,122,247,58,24,3.9,0.2,3578,0.67,0.05,0.14,0.76,0.08,9.9
E5600201,蔬菜類,水植蕹菜(1月取樣),22,90.9,2.7,0.3,4.5,2.8,15,628,50,33,2.7,0.4,1215,1.06,0.05,0.17,1.32,0.12,25.3
E5600202,蔬菜類,水植蕹菜(4月取樣),18,92.2,2.2,0.1,4.3,2.7,13,505,64,35,1.5,0.2,1630,0.50,0.06,0.15,0.55,0.09,8.1
E5600203,蔬菜類,水植蕹菜(7月取樣),14,93.8,1.9,0.2,2.7,1.8,8,641,42,15,0.9,0.2,1411,0.66,0.06,0.13,0.79,0.17,6.6
E5600204,蔬菜類,水植蕹菜(10月取樣),17,92.5,2.2,0.3,3.8,2.8,29,440,94,49,1.0,0.3,3299,1.00,0.05,0.17,0.95,0.12,10.7
E5600301,蔬菜類,有機蕹菜(4月取樣),20,91.7,1.9,0.3,4.7,2.8,62,533,87,43,2.2,0.2,3134,0.60,0.05,0.17,0.62,0.08,18.3
E5600302,蔬菜類,有機蕹菜(10月取樣),15,93.7,1.7,0.4,3.0,2.3,33,428,105,23,2.1,0.5,3332,0.65,0.04,0.13,0.79,0.08,10.8
E5600401,蔬菜類,水蕹菜,19,92.8,2.6,0.5,3.3,2.4,41,309,48,19,1.0,0,3366,0.92,0.04,0.20,0.64,0.11,19.1
E5700101,蔬菜類,蘿蔔葉,10,95.1,1.7,0.2,2.0,1.9,214,144,158,26,1.5,0.6,1410,0.44,0.05,0.08,0.41,0.14,13.2
E5800101,蔬菜類,花椰菜,19,93.0,1.8,0.1,4.5,2.0,14,266,21,12,0.6,0.3,9,0.18,0.04,0.05,0.42,0.21,62.2
E5800201,蔬菜類,冷凍花椰菜,15,93.8,1.3,0.1,4.5,3.2,33,120,21,10,0.4,0.3,7,0,0.02,0.01,0,0.03,47.0
E5800301,蔬菜類,紫色花椰菜,33,87.8,3.1,0.3,7.6,3.9,20,484,70,32,2.6,0.5,0,0.25,0.07,0.11,1.94,0.93,96.1
E5800401,蔬菜類,青花菜,23,90.8,3.7,0.2,4.4,3.1,15,339,44,22,0.8,0.5,599,0.64,0.08,0.13,0.43,0.13,75.3
E5800501,蔬菜類,冷凍青花菜,19,92.3,2.5,0.2,4.4,3.3,11,196,38,17,0.6,0.5,990,0.43,0.09,0.08,0.14,0.10,43.3
E5800601,蔬菜類,青花菜筍,27,90.4,3.0,0.5,5.1,3.0,6,314,41,21,0.6,0.2,728,0.99,0.09,0.21,0.33,0.24,87.8
E5810101,蔬菜類,花椰菜乾,238,13.7,16.0,0.6,62.5,27.7,177,2582,254,98,13.6,2.4,0,0.51,0.20,0.04,4.07,1.00,0.0
E5900101,蔬菜類,金針菜,34,89.1,2.4,0.5,7.4,2.9,2,269,23,16,0.6,0.8,2757,7.56,0.15,0.16,0.56,0.07,29.2
E5910101,蔬菜類,金針菜乾,270,11.0,14.3,1.8,65.4,19.8,1485,1307,134,119,7.6,3.7,5848,42.09,0.02,0.57,5.35,2.33,0.0
E6010101,蔬菜類,洛神花乾,240,11.5,9.0,0.6,71.2,34.9,17,2004,1266,369,4.8,2.1,50,2.66,0.03,0.14,1.74,0.39,0.0
E6100101,蔬菜類,絲瓜花,25,90,3.9,0.3,4.8,3.1,6,320,65,37,0.9,0.6,3150,0,1.49,0.16,0.20,0,35.0
E62001,蔬菜類,冬瓜平均值,9,96.9,0.4,0.1,2.4,1.1,2,165,11,5,0.3,0.1,0,0.08,0.01,0.01,0.23,0.02,16.1
E6200101,蔬菜類,冬瓜,11,96.5,0.4,0.1,2.7,1.1,3,122,7,7,0.2,0.1,0,0.11,0.01,0.01,0.30,0.01,14.9
E6200102,蔬菜類,香芋冬瓜,7,97.2,0.4,0,2.0,1.1,1,208,15,4,0.5,0.2,0,0.05,0.01,0.01,0.16,0.03,17.3
E6250101,蔬菜類,醃漬冬瓜,20,83.6,2.5,0.2,4.1,1.9,3690,150,51,23,1.3,0.3,0,0,0,0,0.12,0.01,1.6
E63001,蔬菜類,南瓜平均值,69,79.8,1.9,0.2,17.3,2.5,1,426,14,17,0.5,0.3,3681,1.11,0.07,0.07,1.21,0.29,15.0
E6300101,蔬菜類,日本南瓜,80,77.4,0.6,0.4,20.8,3.1,3,417,16,20,0.5,0.2,6079,0.55,0.06,0.08,1.21,0.22,24.0
E6300102,蔬菜類,台灣南瓜,46,86.4,1.7,0.2,11.1,1.4,1,347,8,10,0.5,0.3,4907,0.42,0.08,0.03,0.82,0.09,3.4
E6300103,蔬菜類,栗子南瓜,79,76.9,1.4,0.2,20.7,3.3,1,400,12,12,0.4,0.2,1827,2.10,0.04,0.07,1.16,0.12,13.7
E6300104,蔬菜類,菊花南瓜,72,78.3,3.8,0.1,16.8,2.2,1,539,18,26,0.6,0.5,1531,1.37,0.08,0.10,1.64,0.74,18.8
E6400101,蔬菜類,胡瓜,13,96.0,0.7,0.1,2.9,0.5,3,116,15,8,1.3,0.2,112,0.04,0.01,0.02,0.17,0.02,7.3
E6400201,蔬菜類,花胡瓜,11,96.1,0.9,0.2,2.4,1.3,3,154,22,12,0.2,0.1,257,0.13,0.02,0.04,0.21,0.07,11.2
E6450101,蔬菜類,醃漬花胡瓜,79,74.0,3.0,0.5,18.1,2.0,1603,110,28,20,1.1,0.3,0,0,0,0.02,0.40,0.02,0.0
E6500101,蔬菜類,苦瓜(白皮),14,94.4,0.9,0.1,4.1,2.8,3,207,20,14,0.3,0.1,6,0.78,0.04,0.02,0.31,0.09,41.5
E6500201,蔬菜類,苦瓜(青皮),13,94.3,0.9,0.1,4.2,3.6,1,198,19,15,0.2,0.2,8,0.37,0.05,0.03,0.34,0.06,53.0
E6500301,蔬菜類,珍珠苦瓜,15,94.6,0.7,0.1,4.2,1.9,0,204,22,16,0.5,0.4,0,0.13,0.05,0.04,0.23,0.11,58.1
E6500401,蔬菜類,野苦瓜,22,91.5,1.7,0.6,5.3,4.1,6,362,43,33,0.7,0.4,611,0.27,0.04,0.03,0.26,0.20,77.0
E6600101,蔬菜類,隼人瓜,20,93.7,0.7,0.1,5.2,1.6,6,110,21,9,0.2,0.2,9,0.03,0.01,0.02,0.16,0.05,4.2
E6700101,蔬菜類,白皮蛇瓜,16,94.5,1.4,0.3,3.2,1.2,22,200,25,15,0.9,0.3,200,0,0.06,0,0.15,0.04,8.5
E6700201,蔬菜類,綠皮蛇瓜,26,91.4,1.9,0.6,5.6,2.9,10,160,270,15,0.5,0.3,90,0,0.05,0,0.21,0.01,10.5
E6800101,蔬菜類,絲瓜,17,94.6,1.1,0.1,3.9,1.0,0,117,10,10,0.2,0.1,6,0.04,0.02,0.02,0.22,0.08,6.5
E6800201,蔬菜類,稜角絲瓜,18,94.4,0.9,0.2,4.1,1.2,5,138,13,12,1.9,0.4,52,0.01,0.03,0.11,0.23,0.08,2.8
E6900101,蔬菜類,越瓜,16,94.8,0.6,0.1,4.1,1.0,2,122,19,21,0,0.2,183,0.13,0.03,0.02,0,0.04,16.8
E6950101,蔬菜類,醃漬越瓜,14,93.0,1.1,0.2,3.1,1.3,873,170,28,13,0.3,0.2,50,0,0.03,0.01,0.10,0.03,18.0
E70001,蔬菜類,蒲瓜平均值,15,95.1,0.5,0.1,4.0,1.3,1,103,17,7,0.1,0.2,29,0.01,0.02,0.02,0.24,0.02,12.4
E7000101,蔬菜類,蒲瓜(長形),16,94.9,0.5,0.1,4.2,1.3,2,111,17,7,0.2,0.2,67,0.01,0.03,0.02,0.29,0.01,10.7
E7000102,蔬菜類,蒲瓜(圓形),15,94.9,0.6,0.1,4.0,1.3,0,119,13,7,0.1,0.1,10,0.01,0.04,0.02,0.26,0.03,9.7
E7000201,蔬菜類,花蒲瓜(圓形),13,95.9,0.3,0,3.5,1.2,0,91,23,5,0.1,0.3,11,0.01,0.03,0.01,0.21,0.02,7.0
E7000301,蔬菜類,葫蘆瓜,17,94.8,0.5,0.3,4.1,1.3,0,90,16,7,0.2,0.2,26,0,0.01,0.04,0.20,0.02,22.0
E7100101,蔬菜類,黃櫛瓜,13,95.0,1.5,0.1,2.7,0.9,0,365,25,18,0.6,0.4,0,0.28,0.04,0.05,0.33,0.08,16.3
E7100201,蔬菜類,綠櫛瓜,11,95.0,2.2,0,1.8,0.9,0,417,19,18,0.8,0.6,798,1.00,0.06,0.06,0.37,0.11,25.3
E7210101,蔬菜類,枸杞子,325,4.8,12.3,1.3,77.8,11.2,521,1363,50,75,4.5,1.2,334,5.23,0.36,0.17,4.38,0.20,1.4
E7300101,蔬菜類,長茄子,20,92.8,1.2,0.2,5.3,2.7,2,221,16,15,0.4,0.3,10,0.40,0.05,0.04,0.69,0.09,5.2
E7300201,蔬菜類,圓茄子,18,93.9,1.0,0,4.5,1.6,2,229,12,14,0.3,0.8,0,0.12,0.05,0.05,0.72,0.07,1.7
E74001,蔬菜類,大番茄平均值(紅色系),17,94.5,0.8,0.1,4.1,1.0,2,217,10,9,0.3,0.3,1692,0.69,0.04,0.02,0.37,0.11,14.0
E7400101,蔬菜類,牛番茄,17,94.7,0.7,0.1,4.0,1.0,2,227,7,10,0.5,0.3,1319,0.57,0.04,0.01,0.29,0.10,12.3
E7400102,蔬菜類,紅番茄,18,94.1,0.9,0,4.4,0.8,2,247,10,10,0.3,0.3,658,0.68,0.05,0.02,0.44,0.10,14.8
E7400103,蔬菜類,桃太郎番茄,15,94.8,0.7,0,4.0,1.2,3,178,14,7,0.2,0.2,3098,0.82,0.04,0.03,0.38,0.13,14.9
E7400201,蔬菜類,黃番茄,22,93.2,0.9,0,5.3,0.5,3,230,10,15,0,0.2,299,1.05,0.05,0.10,1.77,0.05,25.1
E74003,蔬菜類,大番茄平均值(綠色系),20,93.8,0.7,0.1,5.0,1.0,3,195,10,10,0.4,0.3,1253,0.77,0.05,0.02,0.36,0.11,15.6
E7400301,蔬菜類,粉柿番茄,16,94.8,0.8,0,4.0,0.8,2,184,8,8,0.4,0.4,260,0.28,0.05,0.01,0,0.07,13.7
E7400302,蔬菜類,黑柿蕃茄,21,93.6,0.4,0.1,5.6,1.0,1,189,10,7,0.4,0.2,990,1.29,0.06,0.02,0.57,0.14,13.7
E7400303,蔬菜類,綠番茄,22,93.1,0.9,0.1,5.4,1.1,6,210,11,13,0.4,0.2,2426,0.73,0.05,0.03,0.52,0.11,19.4
E74004,蔬菜類,小番茄平均值(紅色系),30,90.9,0.9,0.2,7.3,1.7,6,269,14,11,0.8,0.2,11626,0.93,0.07,0.05,0.60,0.20,43.5
E7400401,蔬菜類,聖女小番茄,32,91.0,1.1,0.7,6.7,1.5,10,200,16,10,0.5,0.2,6097,1.15,0.04,0.04,0.59,0.15,49.9
E7400402,蔬菜類,試交二號小番茄,26,91.5,0.7,0,7.2,1.9,3,271,13,11,0.5,0.2,4562,1.21,0.08,0.05,0.46,0.18,30.5
E7400403,蔬菜類,櫻桃小番茄,31,90.4,0.9,0.1,8.1,1.6,6,336,12,12,1.4,0.2,24218,0.42,0.08,0.05,0.74,0.28,50.3
E7400501,蔬菜類,黃金小蕃茄,28,91.5,0.8,0.2,6.8,1.2,3,390,11,12,0.3,0,239,2.15,0.09,0.06,0.64,0.14,37.3
E74006,蔬菜類,小番茄平均值(橙色系),29,91.1,1.1,0.2,6.9,1.3,4,247,12,11,0.3,0.4,2800,2.68,0.08,0.04,0.94,0.20,39.7
E7400601,蔬菜類,金女小番茄,28,90.8,1.1,0.1,6.6,1.2,4,283,14,12,0,0.2,0,2.70,0.07,0.03,1.35,0.19,31.9
E7400602,蔬菜類,黃金聖女小番茄,28,91.4,1.0,0.1,7.0,1.6,3,252,11,12,0.4,0.9,2525,3.32,0.09,0.05,0.89,0.22,37.8
E7400603,蔬菜類,橙蕃茄,30,91.0,1.2,0.2,7.0,1.2,3,208,11,10,0.4,0,5875,2.02,0.07,0.05,0.57,0.21,49.3
E75001,蔬菜類,甜椒平均值(青皮),24,92.2,1.0,0.4,5.9,3.0,2,196,12,15,0.4,0.4,456,0.75,0.05,0.05,0.97,0.37,107.5
E7500101,蔬菜類,甜椒(青皮),19,93.7,0.8,0.3,4.9,2.1,4,144,10,10,0.5,0.2,262,0.66,0.03,0.03,0.62,0.18,94.9
E7500102,蔬菜類,小甜椒(青皮),28,90.8,1.4,0.5,6.8,3.2,0,211,13,15,0.6,0.6,672,0.85,0.07,0.05,1.18,0.53,127.8
E7500103,蔬菜類,高山甜椒(青皮),23,92.1,0.9,0.6,6.0,3.6,2,234,14,18,0,0.2,418,0.75,0.04,0.08,1.10,0.40,99.9
E7500201,蔬菜類,甜椒(紅皮),30,91.2,0.8,0.5,7.1,1.6,1,189,6,10,0.4,0.2,1786,2.01,0.05,0.08,0.87,0.18,137.7
E7500301,蔬菜類,甜椒(黃皮),25,92.2,0.8,0.3,6.0,1.9,1,192,7,10,0.2,0.3,123,1.41,0.05,0.04,0.91,0.08,127.5
E7500401,蔬菜類,甜椒(橙皮),32,90.7,0.9,0.3,7.7,1.3,2,215,6,12,0.7,0.4,2919,3.36,0.06,0.04,0.88,0.25,100.8
E75005,蔬菜類,青辣椒平均值,27,90.9,1.3,0.3,6.9,3.3,2,223,13,14,0.3,0.8,570,0.60,0.07,0.06,1.17,0.40,178.2
E7500501,蔬菜類,角椒,17,93.6,0.9,0.2,4.7,2.5,2,184,10,11,0.2,0.1,1052,0.29,0.05,0.03,0.57,0.51,130.9
E7500502,蔬菜類,長辣椒(青皮),41,86.6,1.9,0.4,10.3,4.1,3,277,14,18,0.5,0.3,323,1.26,0.09,0.10,1.82,0.37,153.2
E7500503,蔬菜類,糯米椒,22,92.3,1.2,0.3,5.6,3.2,1,207,13,13,0.2,2.0,334,0.25,0.08,0.05,1.11,0.31,250.5
E75006,蔬菜類,紅辣椒平均值,59,78.0,3.6,0.9,16.4,11.4,6,517,21,36,1.7,0.5,8863,6.98,0.16,0.23,3.42,1.39,153.4
E7500601,蔬菜類,長辣椒(紅皮),35,86.8,2.4,0.7,9.3,6.9,14,361,16,26,3.1,0.3,5111,6.38,0.14,0.16,2.08,1.02,154.4
E7500602,蔬菜類,朝天椒(長果),64,76.0,3.4,1.3,17.9,13.9,3,564,15,44,1.0,0.7,15399,5.29,0.15,0.28,3.66,0.93,171.5
E7500603,蔬菜類,朝天椒(圓果),77,71.3,4.9,0.5,21.9,13.4,2,627,33,38,1.2,0.6,6038,9.27,0.21,0.24,4.51,2.21,134.4
E7510101,蔬菜類,乾長辣椒(紅皮),303,13.3,19.9,17.2,47.6,41.4,40,2017,100,185,5.5,1.3,1785,30.28,0.19,1.15,16.04,2.12,0.0
E7600101,蔬菜類,黃秋葵,28,89.8,2.1,0.1,7.5,3.7,9,203,94,50,0.7,0.7,2258,0.45,0.02,0.10,1.01,0.05,11.3
E7700101,蔬菜類,青花菜芽,19,93.1,2.4,0.6,3.6,3.2,1,52,44,28,0.9,0.5,973,1.98,0.08,0.13,0.98,0.24,30.6
E7800101,蔬菜類,苜蓿芽,17,93.6,3.2,0.2,2.5,1.8,65,249,41,45,0.7,0.3,106,1.61,0.07,0.10,0.35,0.14,6.6
E7900101,蔬菜類,紫高麗芽,27,92.0,0.2,0.7,6.6,2.9,2,64,52,29,1.3,0.6,243,1.96,0.11,0.11,1.22,0.22,27.3
E8000101,蔬菜類,黃豆芽,29,90.2,5.4,1.2,2.5,2.7,7,296,52,27,0.8,0.5,928,1.68,0.06,0.07,0.41,0.23,7.3
E8100101,蔬菜類,黑豆芽,60,81.3,7.4,2.0,8.3,4.9,2,308,166,14,0.3,0.3,8,1.84,0.17,0.13,0.79,0.72,10.1
E8200101,蔬菜類,葵花芽,22,92.0,2.5,0.4,4.3,2.4,1,121,22,45,0.8,0.9,363,2.72,0.02,0.13,0.89,0.16,8.0
E8300101,蔬菜類,綠豆芽,21,93.1,2.3,0.2,4.1,1.3,16,128,56,14,0.8,0.3,7,0.19,0.04,0.11,0.31,0.09,7.1
E8400101,蔬菜類,豌豆芽,20,91.8,4.8,0.3,2.5,2.5,2,163,12,17,0.8,0.5,319,0.58,0.20,0.17,0.72,0.38,14.2
E8500101,蔬菜類,蕎麥芽,16,94.1,1.9,0.2,3.4,2.1,4,79,30,39,0.2,0.5,423,3.96,0.05,0.10,0.79,0.15,15.1
E8600101,蔬菜類,蘿蔔芽,21,93.0,2.1,0.4,3.9,1.2,7,102,39,37,1.3,0.6,271,2.79,0.05,0.11,0.94,0.20,38.5
E8700101,蔬菜類,山蘇菜,20,91.6,3.0,0.2,4.4,3.3,5,350,47,34,0.2,0.8,1025,1.24,0.01,0.15,2.30,0.15,42.7
E8800101,蔬菜類,火炭母草,9,93.6,1.6,0.4,1.2,1.7,26,540,115,83,3.1,0.6,33407,0,0.01,0.13,0.30,0.06,29.0
E8900101,蔬菜類,石蓮花,9,96.7,0.4,0.1,2.2,0.6,40,74,231,30,0.7,0.1,420,0.92,0.02,0.03,0.47,0.10,6.1
E9000101,蔬菜類,青葙,44,86.5,2.5,1.6,7.7,3.3,44,360,192,102,2.2,0.6,11766,0,0.03,0.02,0.62,0.10,9.2
E9100101,蔬菜類,假人蔘,30,92.6,1.6,2.2,2.2,1.0,17,330,62,84,4.2,0.3,5775,0,0.01,0.01,0.20,0.01,8.7
E9200101,蔬菜類,野苦瓜嫩梢,60,77.7,5.7,1.7,12.2,8.8,16,650,459,99,8.5,0.9,9516,0,0.02,0.04,0.72,0.22,86.2
E9300101,蔬菜類,過溝菜蕨,22,91.9,3.1,0.8,3.2,2.9,6,347,17,29,1.4,0.9,1752,0.49,0,0.05,2.10,0.07,0.1
E9400101,蔬菜類,蔘鬚,300,10.9,7.0,1.8,76.2,16.0,32,244,325,78,39.4,2.6,0,1.29,0.01,0.07,1.53,0.33,0.0
E9500101,蔬菜類,龍骨瓣莕菜,14,94.7,1.1,0.3,3.1,1.9,111,229,26,10,3.7,0.6,350,0.24,0,0.21,0.53,0.05,7.1
E9600101,蔬菜類,薄荷,41,83.4,3.1,0.6,10.9,7.5,14,520,188,68,11.0,0.5,22666,0,0.01,0.13,0.59,0.01,63.9
E9700101,蔬菜類,蕺菜,42,86.2,3.2,0.9,7.7,1.9,23,500,79,66,8.4,0.7,4598,0,0.01,0.01,0.86,0.07,41.5
E9800101,蔬菜類,蘆薈,2,99.1,0.1,0.4,0.2,1.4,18,30,36,7,0.1,0,0,0,0,0,0.07,0.03,1.5
E9900101,蔬菜類,美國空心菜,18,93.1,2.2,0.3,3.5,2.1,20,300,68,55,1.1,0.3,23532,0,0,0.24,0.40,0,78.0
E9900201,蔬菜類,香芫荽,19,93.0,2.4,0.2,3.9,2.2,74,230,91,22,2.9,0.7,4416,0,0.01,0.10,0.70,0.04,54.0
E9900301,蔬菜類,荷蘭豆菜心,25,90.9,3.9,0.6,3.9,2.8,9,320,33,23,1.1,0.6,34707,0,0.02,0.25,0.50,0,92.0
E9900401,蔬菜類,厥子,12,93.0,2.3,0.2,3.9,5.7,3,320,11,20,0.9,1.4,2075,0,0,0.10,2.40,0.03,2.0
E9900501,蔬菜類,義大利茼蒿,12,95.3,1.6,0.4,1.9,1.6,1,295,72,22,1.4,0.4,4093,0.65,0.05,0.11,0.33,0.04,2.5
E9900601,蔬菜類,龍延草,77,77.7,3.9,2.3,12.7,0.7,22,780,424,140,7.5,1.9,9295,0,0.05,0.26,0.84,0.03,30.1
F0110101,藻類,紅毛苔,214,7.0,39.9,1.9,36.9,26.6,209,4160,278,297,62.0,4.7,54,0.55,0.41,2.64,9.51,0.23,0.0
F0210101,藻類,紫菜,212,12.3,28.1,0.9,47.9,29.0,968,2754,342,363,56.2,3.7,295,2.14,0.32,2.17,5.30,0.56,0.0
F0210102,藻類,熟紫菜,223,10.4,18.1,0.4,62.4,37.3,517,1606,352,424,37.9,1.8,7198,1.69,0.28,1.60,4.02,0.63,0.1
F0310101,藻類,髮菜,275,15.7,10.3,0.5,69.5,14.6,107,89,1187,132,40.7,1.8,0,0.89,0.10,0.61,1.90,0.88,0.0
F0400101,藻類,麒麟菜,33,87.5,1.0,0,9.9,4.5,16,62,26,18,0.9,0.5,0,0.04,0.01,0,0.16,0.08,0.0
F0410101,藻類,乾麒麟菜,166,6.2,1.2,0.5,46.7,12.2,14908,567,252,73,3.2,0.3,0,1.00,0.01,0.04,0.11,0,0.0
F0500101,藻類,礁膜,9,94.8,0.3,0.1,3.7,3.5,77,19,92,86,3.3,0.2,543,0.03,0.01,0.01,0.16,0,0.1
F0610101,藻類,乾海茸芯,178,15.1,8.4,0.2,59.1,40,4196,1673,904,899,3.3,1.0,0,0.24,0.08,0.29,4.66,1.70,0.0
F07001,藻類,海帶平均值,14,93.8,0.8,0.1,4.3,2.8,248,7,87,24,1.0,0.1,262,0.13,0.01,0.01,0.13,0.50,0.1
F0700101,藻類,海帶卷,9,95.5,0.7,0.2,2.8,2.7,367,6,64,13,0.4,0.1,250,0.48,0.01,0,0.24,0.05,0.2
F0700102,藻類,海帶茸,25,91.0,1.1,0,6.5,1.9,208,7,162,51,1.1,0.2,1058,0.13,0.01,0.03,0.13,2.15,0.0
F0700103,藻類,海帶梗,9,94.2,0.8,0.1,3.7,4.4,285,8,80,22,1.2,0.1,0,0.01,0.01,0.02,0.16,0,0.0
F0700104,藻類,海帶結,12,94.7,0.8,0.1,3.6,2.4,230,7,78,22,1.3,0.1,0,0.03,0.01,0.01,0.06,0.29,0.1
F0700105,藻類,海帶絲,17,93.6,0.7,0.1,5.0,2.8,151,4,53,12,0.8,0.1,0,0.01,0.01,0.01,0.06,0,0.0
F0710101,藻類,乾海帶,169,15.5,10,1.1,47.3,26.6,3153,7489,791,652,4.4,2.2,30795,0.71,0.18,0.65,3.73,0.24,0.0
F0800101,藻類,裙帶菜,24,72.8,3.0,0.6,5.9,6.1,5491,225,199,89,5.4,0.5,885,0.31,0.03,0.01,0.68,0.01,0.0
F0810101,藻類,乾裙帶菜,160,9.5,22.9,0.7,40.8,34.1,8085,340,950,527,28.6,5.7,3880,1.02,0.17,0.11,1.65,1.74,0.0
F0810201,藻類,乾裙帶菜根,126,9.3,6.2,0.6,46.1,39.6,10170,861,816,245,14.5,1.6,0,0.07,0.03,0.01,1.35,0.82,0.0
F0910101,藻類,鳳尾藻,142,17.1,17.9,2.0,41.2,43.1,2597,3667,991,671,70.3,1.4,0,0.51,0.13,0.69,2.45,0.26,0.6
F9900101,藻類,洋菜,166,19.4,0.3,0,78.3,73.6,67,11,248,73,19.0,59.8,0,0,0.02,0.04,0,0,2.0
F9900201,藻類,壽司海苔片,227,8.6,46.5,3.7,32.1,26.5,387,2675,298,336,14.1,3.2,32889,2.61,0.91,3.20,10.25,1.01,0.0
F9900301,藻類,寒天脆藻,8,96.6,0,0,2.5,1.1,12,2,35,0,0.2,0,0,0,0.01,0,0.49,0,0.0
G0100101,菇類,木耳,24,89.9,0.9,0.1,8.8,7.4,12,56,27,17,0.8,0.3,0,0,0.01,0.09,0.31,0.03,0.0
G0100201,菇類,冷凍木耳,27,86.5,0.9,0.1,12.4,12.3,35,0,51,21,0.9,0,0,0,0,0.13,0.14,0.01,0.0
G01101,菇類,乾木耳平均值,224,7.3,13.8,0.7,74.7,57.7,28,1470,113,143,2.8,4.9,0,0,0.08,0.90,4.24,0.69,0.1
G0110101,菇類,乾木耳(紅耳仔),182,12.2,6.1,0.2,79.8,77.2,44,458,184,144,2.6,0.7,0,0,0.13,0.34,2.04,0.16,0.2
G0110102,菇類,乾木耳(黑耳仔),265,2.4,21.4,1.2,69.6,38.1,12,2481,43,141,3.0,9.2,0,0,0.04,1.45,6.43,1.22,0.0
G0200101,菇類,銀耳,12,94.0,0.5,0.2,4.8,5.1,5,147,16,7,0,0.3,69,0,0.04,0.08,0.43,0.05,0.3
G0200201,菇類,雪珍耳,31,87.9,1.2,0.1,10.6,7.2,2,109,10,14,0.3,0.2,0,0,0.01,0.11,0.37,0.01,0.0
G0210101,菇類,乾銀耳,184,12.8,10.1,1.1,71.0,67.7,27,2465,149,102,3.7,3.0,20,0,0.25,0.62,4.14,0.22,0.5
G0250101,菇類,銀耳罐頭,45,87.8,0.1,0.1,12.0,1.4,7,10,11,4,0.5,0.1,0,0,0,0,0.11,0,0.0
G0300101,菇類,草菇,32,88.9,3.8,0.3,5.9,2.1,3,411,4,12,1.6,0.9,0,0,0.09,0.38,4.49,0.20,0.1
